Tag(English),Tag(Japanese),Count
striped_one-piece_swimsuit,縞模様のワンピース水着,50
hong_meiling,紅美鈴,50
super_robot,スーパーロボット,50
grey_fur,灰色の毛皮,50
d-pad,十字キー,50
tea_set,ティーセット,50
emiya_shirou,衛宮士郎,50
toy,おもちゃ,50
sweater_pull,セーターを引っ張る,50
height_difference,身長差,50
hoshii_miki,星井美希,50
yellow_border,黄色い枠,50
hand_puppet,ハンドパペット,50
blonde_pubic_hair,金の陰毛,50
producer_(idolmaster),プロデューサー（アイドルマスター）,50
red_lips,赤い唇,50
looking_at_phone,電話を見る,50
world_war_ii,第二次世界大戦,50
chocolate_bar,チョコバー,49
just_the_tip,先端だけ,49
tohno_shiki,遠野志貴,49
travel_attendant,旅行アテンダント,49
harpy,ハーピー,49
caution_tape,警告テープ,49
lava,溶岩,49
annoyed,イライラして,49
thong_aside,Tバックをずらす,49
stain,染み,49
column_lineup,柱並び,49
skates,スケート靴,49
ankle_strap,足首ストラップ,49
shark,サメ,49
yellow_raincoat,黄色いレインコート,49
lala_satalin_deviluke,ララ・サタリン・デビルーク,49
tiger_print,虎柄,49
unworn_gloves,未使用手袋,49
ready_to_draw,描く準備,49
pregnancy_test,妊娠検査薬,49
cheek_poking,頰を突く,48
mechanical_arms,機械の腕,48
aqua_background,アクア背景,48
orange_sailor_collar,オレンジセーラーカラー,48
ice_cream_float,アイスクリームフロート,48
key_necklace,鍵のネックレス,48
naked_jacket,裸にジャケット,48
fake_wings,偽の翼,48
paint_can,ペンキ缶,48
cat_teaser,猫用おもちゃ,48
hugging_doll,人形を抱きしめる,48
mechanical_parts,機械部品,48
hat_ornament,帽子の装飾,48
finger_to_another's_mouth,他人の口に指,48
dogeza,土下座,48
wrist_bow,手首のリボン,48
biceps,上腕二頭筋,48
shrug_(clothing),シュラグ（衣服）,48
shovel,シャベル,48
wringing_clothes,服を絞る,48
numbered,番号付き,48
covering_ass,尻を覆う,48
hand_on_own_shoulder,自分の肩に手,48
white_skin,白い肌,48
wakamezake,わかめ酒,48
holding_handheld_game_console,携帯ゲーム機を持っている,48
grey-framed_eyewear,グレーフレーム眼鏡,48
visor_(armor),バイザー（鎧）,48
in_palm,手のひらの中,48
rook_(chess),ルーク (チェス),47
blue-framed_eyewear,青縁眼鏡,47
white_serafuku,白セーラー服,47
blue_fire,青い炎,47
slashing,切り裂く,47
bird_on_hand,手の上の鳥,47
black_corset,黒コルセット,47
spaghetti,スパゲッティ,47
green_neckerchief,緑ネッカチーフ,47
object_namesake,同名物,47
facial_tattoo,顔のタトゥー,47
shopping_cart,ショッピングカート,47
blue_suit,青いスーツ,47
chick,ひよこ,47
kaijuu,怪獣,47
no_nose,鼻なし,47
shoe_dangle,靴をぶらぶら,47
chromatic_aberration,色収差,47
futaba_anzu,双葉杏,47
single_elbow_glove,片肘手袋,47
petals_on_liquid,液体上の花びら,47
phimosis,包茎,47
recorder,リコーダー,47
honey,蜂蜜,47
dumbbell,ダンベル,47
above_clouds,雲の上,47
triangular_headpiece,三角頭飾り,47
consensual_tentacles,合意の触手,46
tarot,タロット,46
wind_chime,風鈴,46
headpiece,ヘッドピース,46
dual_persona,二重人格,46
meteor_shower,流星群,46
green_leotard,緑のレオタード,46
waiter,ウェイター,46
dialogue_box,台詞ボックス,46
protecting,守る,46
unsheathing,抜刀,46
wall_of_text,長い文章,46
slapping,平手打ち,46
earbuds,イヤホン,46
sports_car,スポーツカー,46
armpit_crease,脇のくぼみ,46
model_kit,モデルキット,46
fur-trimmed_shorts,毛皮縁ショーツ,46
panty_lift,パンティーを持ち上げる,46
holding_shoes,靴を持っている,46
holding_mask,仮面を持っている,46
trident,トライデント,46
saten_ruiko,佐天涙子,46
leg_wrap,脚の包帯,46
crazy_smile,狂気笑い,45
keychain,キーホルダー,45
sunazuka_akira,砂塚あきら,45
meandros,メアンドロス,45
through_screen,画面越し,45
shotgun,ショットガン,45
crow,カラス,45
kote,籠手,45
glaring,睨み,45
pet_bowl,ペット用のボウル,45
arm_belt,アームベルト,45
penis_in_panties,パンティーにペニス,45
coffee_pot,コーヒーポット,45
holding_fireworks,花火を持つ,45
tail_between_legs,脚の間の尾,44
log,丸太,44
feet_up,足上げ,44
tohsaka_rin,遠坂凛,44
energy_cannon,エネルギー砲,44
sangvis_ferri,サングヴィス・フェリ（作品名）,44
boxer_briefs,ボクサーパンツ,44
gladiator_sandals,グラディエーターサンダル,44
aurora,オーロラ,44
prostration,平伏,44
hachimaki,鉢巻,44
hands_on_another's_chest,他人の胸に手を置く,44
onesie,ロンパース,44
tearing_clothes,服を引き裂く,44
holding_hose,ホースを持っている,44
stuffed_shark,ぬいぐるみのサメ,44
buttoned_cuffs,ボタン付き袖口,44
implied_fellatio,示唆されたフェラチオ,44
sweet_potato,さつまいも,44
orange_nails,オレンジ色の爪,44
accident,事故,44
nekomata,猫又,44
1980s_(style),1980年代風,44
licking_foot,足を舐める,44
:|,無表情,44
bad_end,バッドエンド,43
murasame_(kancolle),村雨（艦これ）,43
lion,ライオン,43
clitoris_piercing,クリトリスピアス,43
fur-trimmed_kimono,毛皮飾り着物,43
father_and_son,父と息子,43
unworn_dress,着ていないドレス,43
poster_(medium),ポスター (媒体),43
telstar,テルスター,43
torn_swimsuit,破れた水着,43
presenting_armpit,腋見せ,43
mimura_kanako,三村かな子,43
segmented_comic,セグメント化されたコミック,43
cd,CD,43
erect_clitoris,勃起したクリトリス,43
dice,サイコロ,43
single_mechanical_arm,片方の機械腕,43
white_cloak,白いマント,43
braiding_hair,髪を編む,43
honeycomb_background,ハニカムの背景,43
rocket,ロケット,43
souryuu_asuka_langley,惣流・アスカ・ラングレー,43
ruler,定規,43
white_pupils,白瞳孔,43
wire,針金,43
dripping,滴り,43
shorts_under_dress,ドレスの下のショーツ,43
hojo_karen,北条加蓮,43
arm_cannon,アームキャノン,43
summer_uniform,夏服,42
danmaku,弾幕,42
red_armband,赤い腕章,42
large_areolae,大きな乳輪,42
napkin,ナプキン,42
walker_(robot),ウォーカー（ロボット）,42
light_trail,光の軌跡,42
fishing_line,釣り糸,42
cat_lingerie,猫型ランジェリー,42
cat_cutout,猫型カットアウト,42
wrestling,レスリング,42
cow_horns,牛の角,42
kickboard,キックボード,42
carrot_hair_ornament,人参の髪飾り,42
shoulder_sash,肩のサッシュ,42
red_cloak,赤いマント,42
aqua_bowtie,アクアの蝶ネクタイ,42
stole,ストール,42
tying_hair,髪を結ぶ,42
concert,コンサート,42
spoken_object,口にした物体,42
hand_on_another's_back,他人の背中に手を置く,42
flying_kick,飛び蹴り,42
rolling_suitcase,キャリーバッグ,42
ai_ai_gasa,相合い傘,42
utensil_in_mouth,口にくわえた食器,41
lemon_slice,レモンスライス,41
blood_on_ground,地面に血,41
orange_belt,オレンジ色のベルト,41
cowbell,カウベル,41
futanari_masturbation,ふたなりオナニー,41
mars_symbol,火星記号,41
yuudachi_(kancolle),夕立（艦これ）,41
odd_one_out,仲間外れ,41
frilled_sailor_collar,フリルのセーラーカラー,41
foot_worship,足の崇拝,41
colored_text,色付きのテキスト,41
vertical-striped_pantyhose,縦縞パンティストッキング,41
abe_nana,安部菜々,41
camouflage_jacket,迷彩ジャケット,41
unworn_jacket,未着用ジャケット,41
kissing_hand,手にキスする,41
puffy_pants,パフパンツ,41
holding_baseball_bat,バットを持っている,41
tickling,くすぐり,41
takagaki_kaede,高垣楓,41
natsume_rin,棗鈴,41
have_to_pee,尿意がある,41
bone,骨,41
brown_bag,茶色の袋,41
unworn_necktie,着用していないネクタイ,41
pussy_piercing,女性器ピアス,40
backwards_hat,後ろ向き帽子,40
gokkun,ごっくん,40
overcast,曇天,40
calligraphy,書道,40
nontraditional_playboy_bunny,非伝統的プレイボーイバニー,40
microskirt,超ミニスカート,40
coral,珊瑚,40
lotion_bottle,ローションのボトル,40
scarlet_devil_mansion,紅魔館,40
half_gloves,ハーフグローブ,40
airship,飛行船,40
holo,ホロ,40
cross-laced_slit,クロスレースのスリット,40
covering_another's_eyes,他人の目を覆う,40
motherly,母性的な,40
kittysuit,キティスーツ,40
tomboy,おてんば,40
undone_necktie,ほどけたネクタイ,40
nervous,緊張,40
cowboy_western,カウボーイ,40
white_umbrella,白い傘,40
green_gemstone,緑の宝石,40
weightlifting,重量挙げ,40
purple_neckerchief,紫のネッカチーフ,40
spoken_character,セリフ文字,40
dust_cloud,土煙,40
long_coat,ロングコート,39
baguette,バゲット,39
white_robe,白いローブ,39
circle,円,39
potion,ポーション,39
amplifier,アンプ,39
panicking,パニックになっている,39
crab,カニ,39
bust_cup,バストカップ,39
pink-tinted_eyewear,ピンクがかった眼鏡,39
antennae,触角,39
asahina_mikuru,朝比奈みくる,39
spray_can,スプレー缶,39
opened_by_self,自分で開けた,39
crescent_earrings,三日月イヤリング,39
reiuji_utsuho,霊烏路空,39
triangle,三角形,39
cursive,筆記体,39
draph,ドラフ（グランブルー）,38
floating_island,浮遊島,38
santa_bikini,サンタビキニ,38
holding_breath,息を止める,38
pizza_slice,ピザの一切れ,38
torn_cape,破れたケープ,38
breathing_fire,火を吐く,38
cosmetics,化粧品,38
riding_crop,乗馬鞭,38
spoken_exclamation_mark,感嘆符の台詞,38
convenient_arm,都合の良い腕,38
rust,錆,38
pink_tail,ピンクの尻尾,38
flipped_hair,はねた髪,38
hamster,ハムスター,38
komaki_manaka,小牧愛佳,38
striped_headwear,ストライプの頭装具,38
wizard_hat,魔法使いの帽子,38
adjusting_necktie,ネクタイを直す,38
lightsaber,ライトセーバー,38
ass_cutout,尻の切り抜き,38
abyssal_ship,深海棲艦,38
kiyosumi_school_uniform,清澄高校制服,38
green_one-piece_swimsuit,緑色のワンピース水着,38
sword_over_shoulder,肩にかけた剣,38
fur-trimmed_cape,毛皮縁ケープ,38
plugsuit,プラグスーツ,38
dirt,汚れ,38
blue_butterfly,青い蝶,38
pun,駄洒落,38
windmill,風車,37
cheek-to-cheek,頬を合わせて,37
raccoon_tail,アライグマの尾,37
tight_clothes,タイトな服,37
onee-loli,お姉ロリ,37
miki_sayaka,美樹さやか,37
mop,モップ,37
purple_leotard,紫レオタード,37
shana,シャナ,37
open_bodysuit,オープンボディスーツ,37
misaka_mikoto,御坂美琴,37
ogata_chieri,緒方智絵里,37
uzuki_(kancolle),卯月（艦これ）,37
thong_leotard,Tバックレオタード,37
name_connection,名前関連,37
text_background,文字背景,37
handprint,手形,37
soda,ソーダ,37
oikawa_shizuku,及川雫,37
bendy_straw,曲がるストロー,37
square,正方形,37
loose_bowtie,ゆるい蝶ネクタイ,37
elephant,ゾウ,37
twisted_torso,ねじれた胴体,37
hagoita,羽子板,37
raised_fist,掲げた拳,37
coffin,棺,37
white_headband,白いヘアバンド,37
small_penis,小陰茎,36
merry_christmas,メリークリスマス,36
hot,暑い,36
white_butterfly,白い蝶,36
sayagata,紗綾形,36
yellow_choker,黄色チョーカー,36
g-string,Gストリング,36
tanuki,たぬき,36
tank,戦車,36
purple_bodysuit,紫のボディスーツ,36
tail_censor,尾修正,36
centaur,ケンタウロス,36
good_end,グッドエンド,36
machine,機械,36
holding_bucket,バケツを持つ,36
heart-shaped_box,ハート型箱,36
holding_photo,写真を持つ,36
cigar,葉巻,36
pink_sports_bra,ピンクのスポーツブラ,36
reiner_braun,ライナー・ブラウン,36
bags_under_eyes,目の下のクマ,36
black_skin,黒い肌,36
oonusa,大幣,36
windowsill,窓枠,36
ribbon-trimmed_dress,リボン縁ドレス,36
hook,フック,36
weights,ウェイト,36
fleeing,逃走中,36
marker,マーカー,36
spread_toes,広げた足指,36
ballerina,バレリーナ,36
dock,ドック,35
mismatched_pubic_hair,不均一陰毛,35
grey_suit,グレーのスーツ,35
perineum,会陰,35
waking_up,目覚め,35
spider,蜘蛛,35
producer_(idolmaster_cinderella_girls_anime),プロデューサー(アイドルマスター シンデレラガールズ アニメ),35
purple_choker,紫のチョーカー,35
post-apocalypse,ポストアポカリプス,35
spinning,回転,35
champagne,シャンパン,35
arabian_clothes,アラビアン服,35
glowstick,グロースティック,35
chicken_(food),鶏肉 (食べ物),35
breast_lift,胸持ち上げ,35
mind_control,精神支配,35
holding_swimsuit,水着を持つ,35
fedora,フェドーラ帽,35
jaggy_lines,ジャギーライン,35
multiple_rings,複数指輪,35
bodypaint,ボディペイント,35
inoue_takina,井ノ上たきな,35
slime_girl,スライム娘,35
giantess,女巨人,35
covered_abs,腹筋隠し,35
volleyball_net,バレーボールネット,35
pixiv_id,pixiv ID,35
kappa,カッパ,34
duster,ダスター,34
holding_ball,ボール保持,34
beretta_92,ベレッタ92,34
shirasaka_koume,白坂小梅,34
hair_pulled_back,髪を後ろに,34
purple_fire,紫の炎,34
golf_club,ゴルフクラブ,34
holding_money,お金を持つ,34
asymmetrical_wings,非対称の翼,34
excited,興奮,34
vita_(nanoha),ヴィータ(なのは),34
holding_own_tail,自分の尾を持つ,34
futa_with_male,ふたなりと男性,34
red_headband,赤いヘアバンド,34
forked_eyebrows,二股眉毛,34
sakurai_momoka,櫻井桃華,34
ringed_eyes,輪状の目,34
banknote,紙幣,34
fist_bump,拳のぶつかり合い,34
flashlight,懐中電灯,34
submerged,水中没,34
teardrop,涙滴,34
sonya_(kill_me_baby),ソーニャ(キルミーベイベー),34
white_wrist_cuffs,白いリストカフ,34
zeon,ジオン,34
spirit,霊,34
spoken_food,話された食べ物,34
yowane_haku,弱音ハク,34
danua,ダヌア,34
staff_(music),スタッフ（音楽）,34
colorful,カラフル,34
champagne_flute,シャンパンフルート,34
single_sidelock,片方のサイドロック,34
white_tail,白い尾,34
submachine_gun,短機関銃,34
magnifying_glass,拡大鏡,34
trophy,トロフィー,34
spider_lily,彼岸花,33
lily_pad,スイレンの葉,33
absolutely_everyone,絶対に全員,33
holding_envelope,封筒を持っている,33
urinal,小便器,33
d-pad_hair_ornament,十字キー髪飾り,33
harp,ハープ,33
gingham,ギンガム,33
hoodie_lift,パーカーを持ち上げる,33
bullet,弾丸,33
blue_umbrella,青い傘,33
radio_antenna,ラジオアンテナ,33
hanbok,韓服,33
hirasawa_yui,平沢唯,33
wide_oval_eyes,幅広の楕円形の目,33
holding_drink,飲み物を持っている,33
horn_ornament,角の装飾,33
multi-strapped_bikini_top,マルチストラップビキニトップ,33
santa_dress,サンタドレス,33
color_guide,色指定,33
johnston_(kancolle),ジョンストン(艦これ),33
octopus,タコ,33
surfboard,サーフボード,33
strap_pull,ストラップ引き,33
broken_weapon,壊れた武器,33
tree_stump,切り株,33
mochi,餅,33
chuunibyou,中二病,33
side_drill,サイドドリル,33
head_only,頭のみ,33
straitjacket,拘束衣,33
shameimaru_aya,射命丸文,33
futa_with_futa,ふたなり同士,33
looking_at_breasts,胸を見る,33
audience,観客,32
mouth_veil,口元ベール,32
coat_on_shoulders,肩のコート,32
chasing,追いかける,32
nose_piercing,鼻ピアス,32
suicide,自殺,32
anchor,アンカー,32
red_bodysuit,赤ボディスーツ,32
splatter,スプラッター,32
casing_ejection,薬莢の排出,32
novelty_censor,ユーモア検閲,32
chicken,鶏,32
morning,朝,32
spoken_interrobang,感嘆疑問符,32
hole,穴,32
spoken_squiggle,話し文字,32
vertical-striped_jacket,縦縞のジャケット,32
wheel,車輪,32
miyamoto_frederica,宮本フレデリカ,32
animal_hug,動物を抱きしめる,32
dressing_another,他の人に着せる,32
drowning,溺死,32
6+others,6人以上,32
single_bare_shoulder,片方肩露出,32
digital_media_player,デジタルメディアプレイヤー,32
holding_basket,カゴを持っている,32
