Tag(English),Tag(Japanese)
sengoku_nadeko,戦場ヶ原ひたぎ
senketsu,鮮血
sento_isuzu,千斗いすず
sepia,セピア
serafuku,セーラー服
serious,真剣
serval_(kemono_friends),サーバル(けものフレンズ)
serval_print,サーバル柄
sesshouin_kiara,殺生院キアラ
setsubun,節分
severed_head,切断された頭部
severed_limb,切断された四肢
sex,性交
sex_from_behind,後背位
sex_toy,性具
sexually_suggestive,性的示唆
shackles,枷
shade,日陰
shaded_face,陰影のある顔
shadow,影
shallow_water,浅瀬
shameimaru_aya,射命丸文
shards,破片
shared_bathing,共同入浴
shared_food,共有食品
shared_object_insertion,共有物体挿入
shared_scarf,共有スカーフ
shared_speech_bubble,共有吹き出し
shared_umbrella,相合傘
shark,サメ
shark_hair_ornament,サメ髪飾り
shark_tail,サメの尾
sharp_fingernails,鋭い爪
sharp_teeth,鋭い歯
shaved_ice,かき氷
shawl,ショール
sheath,鞘
sheathed,鞘に収めた
sheep,羊
sheep_ears,羊の耳
sheep_girl,羊少女
sheep_horns,羊の角
sheet_grab,シーツをつかむ
sheet_music,楽譜
sheik,シーク
shelf,棚
shell,貝殻
shell_casing,薬莢
sheryl_nome,シェリル・ノーム
shiba_inu,柴犬
shibari,縛り
shibari_over_clothes,服の上からの縛り
shibuya_rin,渋谷凛
shide,紙垂
shield,盾
shigure_(kancolle),時雨(艦隊これくしょん)
shihouin_yoruichi,四楓院夜一
shiina_yuika,椎名唯華
shijou_takane,四条貴音
shiki_eiki,四季映姫
shikigami,式神
shikishi,色紙
shima_rin,志摩リン
shimada_arisu,島田有栖
shimakaze_(kancolle),島風(艦隊これくしょん)
shimamura_uzuki,島村卯月
shimazu_yoshino,島津由乃
shimenawa,注連縄
shinai,竹刀
shinjou_akane,新城アカネ
shinki_(touhou),神綺(東方)
shinonono_houki,篠ノ之箒
shiny,光沢
shiny_clothes,光沢服
shiny_hair,光沢髪
shiny_skin,光沢肌
ship,船
shirabe_ako,調辺アコ
shirai_kuroko,白井黒子
shirakami_fubuki,白上フブキ
shirakiin_ririchiyo,白鬼院凜々蝶
shiranui_(kancolle),不知火(艦隊これくしょん)
shiranui_flare,不知火フレア
shiranui_mai,不知火舞
shirasagi_chisato,白鷺千聖
shirasaka_koume,白坂小梅
shirayuki_hime,白雪姫
shirogane_noel,白銀ノエル
shirt,シャツ
shirt_grab,シャツをつかむ
shirt_in_mouth,シャツを咥える
shirt_lift,シャツめくり
shirt_pull,シャツを引っ張る
shirt_removed,シャツ脱ぎ
shirt_tucked_in,シャツイン
shirt_tug,シャツを引っ張る
shishiro_botan,獅白ぼたん
shizuka_rin,静凛
shoe_dangle,靴ぶらぶら
shoe_soles,靴底
shoelaces,靴ひも
shoes,靴
shoes_removed,靴脱ぎ
shogi,将棋
shokuhou_misaki,食蜂操祈
shooting_star,流星
shop,店
shopping,ショッピング
shopping_bag,ショッピングバッグ
shore,岸
short_dress,ショートドレス
short_eyebrows,短い眉毛
short_hair,ショートヘア
short_hair_with_long_locks,長い前髪付きショートヘア
short_kimono,短い着物
short_necktie,短いネクタイ
short_over_long_sleeves,長袖上に半袖
short_ponytail,短いポニーテール
short_shorts,ショートショーツ
short_sleeves,半袖
short_sword,短剣
short_twintails,短いツインテール
shorts,ショーツ
shorts_pull,ショーツを引っ張る
shorts_under_skirt,スカート下のショーツ
shotgun,ショットガン
shotgun_shell,散弾
shouji,障子
shoukaku_(azur_lane),翔鶴(アズールレーン)
shoukaku_(kancolle),翔鶴(艦隊これくしょん)
shoulder_armor,肩鎧
shoulder_bag,ショルダーバッグ
shoulder_blades,肩甲骨
shoulder_carry,肩車
shoulder_cutout,肩カットアウト
shoulder_pads,ショルダーパッド
shoulder_tattoo,肩のタトゥー
shouting,叫び
shower_(place),シャワー(場所)
shower_head,シャワーヘッド
showering,シャワー中
shrimp,エビ
shrimp_tempura,エビ天
shrine,神社
shuriken,手裏剣
shushing,シーッ
shuujin_academy_uniform,囚人学園制服
shy,恥ずかしがり
siblings,きょうだい
sick,病気
sickle,鎌
side-by-side,並んで
side-tie_bikini,サイド結びビキニ
side-tie_leotard,サイド結びレオタード
side-tie_panties,サイド結びパンティー
side_braid,横編み
side_braids,横編み三つ編み
side_bun,横お団子
side_drill,横ドリル
side_ponytail,横ポニーテール
side_slit,横スリット
sideboob,横乳
sideburns,もみあげ
sidelocks,サイドロック
sidesaddle,横乗り
sidewalk,歩道
sideways,横方向
sideways_mouth,横口
sig_sauer,SIG SAUER
sigh,ため息
sign,標識
signature,署名
signum,シグナム
silent_comic,無声漫画
silhouette,シルエット
silk,絹
silver_dress,銀色のドレス
silver_fox_(kemono_friends),ギンギツネ(けものフレンズ)
silver_hair,銀髪
simon_(ttgl),シモン(天元突破)
simple_background,シンプル背景
simplified_chinese_text,簡体字
singing,歌っている
single_boot,片方ブーツ
single_braid,片方三つ編み
single_earring,片方イヤリング
single_elbow_glove,片方肘手袋
single_glove,片方手袋
single_hair_intake,片方吸い込み
single_horn,一本角
single_kneehigh,片方ニーハイ
single_leg_pantyhose,片足パンスト
single_shoe,片方靴
single_sock,片方靴下
single_stripe,一本線
single_thighhigh,片方サイハイ
single_wing,片翼
sink,流し台
sirius_(azur_lane),シリウス(アズールレーン)
sisters,姉妹
sitting,座っている
sitting_backwards,後ろ向きに座る
sitting_in_tree,木に座る
sitting_on_bed,ベッドに座る
sitting_on_bench,ベンチに座る
sitting_on_desk,机に座る
sitting_on_face,顔に座る
sitting_on_lap,膝の上に座る
sitting_on_person,人の上に座る
sitting_on_rock,岩に座る
sitting_on_stairs,階段に座る
sixteenth_note,十六分音符
size_difference,サイズ差
skateboard,スケートボード
skates,スケート靴
skeleton,骨格
sketch,スケッチ
sketchbook,スケッチブック
skewer,串
skin_fang,肌牙
skin_tight,スキンタイト
skindentation,肌圧痕
skinny,スリム
skirt,スカート
skirt_around_one_leg,片足に巻いたスカート
skirt_basket,スカートバスケット
skirt_flip,スカートめくり
skirt_hold,スカート保持
skirt_lift,スカートめくり
skirt_pull,スカートを引っ張る
skirt_removed,スカート脱ぎ
skirt_suit,スカートスーツ
skirt_tug,スカートを引っ張る
skull,頭蓋骨
skull_and_crossbones,ドクロ印
skull_hair_ornament,ドクロ髪飾り
skull_mask,ドクロ仮面
skull_print,ドクロプリント
sky,空
skyline,スカイライン
skyscraper,超高層ビル
slap_mark,平手跡
slave,奴隷
sleep_mask,アイマスク
sleep_molestation,睡眠中弄り
sleeping,眠っている
sleeping_on_person,人の上で眠る
sleeping_upright,起坐睡眠
sleepy,眠そう
sleeve_cuffs,袖口
sleeveless,ノースリーブ
sleeveless_blouse,ノースリーブブラウス
sleeveless_dress,ノースリーブドレス
sleeveless_hoodie,ノースリーブフーディー
sleeveless_kimono,ノースリーブ着物
sleeveless_shirt,ノースリーブシャツ
sleeveless_sweater,ノースリーブセーター
sleeveless_turtleneck,ノースリーブタートルネック
sleeves_past_elbows,肘下袖
sleeves_past_fingers,指先超袖
sleeves_past_wrists,手首下袖
sleeves_pushed_up,袖まくり上げ
sleeves_rolled_up,袖まくり
sliding_doors,引き戸
slime_(creature),スライム(生物)
slime_(dragon_quest),スライム(ドラクエ)
slime_(substance),粘液
slingshot_swimsuit,スリングショット水着
slippers,スリッパ
slit_pupils,縦長瞳孔
small-clawed_otter_(kemono_friends),コツメカワウソ(けものフレンズ)
small_breasts,小さい胸
smartphone,スマートフォン
smell,匂い
smelling,嗅いでいる
smile,笑顔
smiley_face,スマイリーフェイス
smoke,煙
smokestack,煙突
smoking,喫煙
smoking_gun,決定的証拠
smug,ドヤ顔
snack,スナック
snail,カタツムリ
snake,蛇
snake_hair_ornament,蛇髪飾り
snake_tail,蛇の尾
sneakers,スニーカー
sniper_rifle,狙撃銃
snivy,ツタージャ
snorkel,シュノーケル
snow,雪
snow_bunny,雪ウサギ
snowflake_background,雪の結晶背景
snowflake_hair_ornament,雪の結晶髪飾り
snowflake_print,雪の結晶プリント
snowflakes,雪の結晶
snowing,降雪
snowman,雪だるま
soaking_feet,足湯
soap,石鹸
soap_bottle,石鹸ボトル
soap_bubbles,シャボン玉
soap_censor,石鹸検閲
sobu_high_school_uniform,総武高校制服
soccer,サッカー
soccer_ball,サッカーボール
soccer_uniform,サッカー制服
socks,ソックス
socks_removed,靴下脱ぎ
soda,ソーダ
soda_bottle,ソーダボトル
soda_can,ソーダ缶
sode,袖
soft_serve,ソフトクリーム
soga_no_tojiko,蘇我屠自古
soldier,兵士
soles,足の裏
solid_circle_eyes,塗りつぶし丸目
solid_oval_eyes,塗りつぶし楕円目
solo,ソロ
solo_focus,単独焦点
son_goku,孫悟空
sona_(league_of_legends),ソナ(リーグオブレジェンド)
sonoda_umi,園田海未
sonozaki_mion,園崎魅音
sonozaki_shion,園崎詩音
sonya_(kill_me_baby),ソーニャ(キルミーベイベー)
sophie_(tales),ソフィ(テイルズ)
sora_(kingdom_hearts),ソラ(キングダムハーツ)
soup,スープ
souryuu_asuka_langley,惣流・アスカ・ラングレー
soviet,ソビエト
space,宇宙
space_craft,宇宙船
space_helmet,宇宙ヘルメット
spacesuit,宇宙服
spade_(shape),スペード(形)
spade_hair_ornament,スペード髪飾り
spaghetti,スパゲッティ
spaghetti_strap,スパゲッティストラップ
spanked,お尻叩き
sparkle,キラキラ
sparkle_background,キラキラ背景
sparkler,線香花火
sparkling_eyes,キラキラ目
sparks,火花
sparrow,スズメ
spatula,スパチュラ
speaker,スピーカー
spear,槍
spear_the_gungnir,グングニルの槍
special_feeling_(meme),特別な感情(ミーム)
speech_bubble,吹き出し
speed_lines,集中線
spell_card,スペルカード
sperm_cell,精子
spider,蜘蛛
spider_lily,彼岸花
spider_web,蜘蛛の巣
spider_web_print,蜘蛛の巣プリント
spiked_armlet,スパイクアームレット
spiked_bracelet,スパイクブレスレット
spiked_club,スパイク付き棍棒
spiked_collar,スパイクカラー
spiked_hair,トゲトゲ髪
spiked_shell,トゲトゲ甲羅
spiked_tail,トゲトゲ尻尾
spikes,トゲ
spill,こぼれ
spilling,こぼしている
spirit,霊
spitroast,串刺し体位
spitting,唾を吐く
splashing,水しぶき
splatter,飛沫
split,分離
split_screen,分割画面
spoken_anger_vein,怒り血管(描画)
spoken_blush,赤面(描画)
spoken_character,台詞文字
spoken_ellipsis,三点リーダー(描画)
spoken_exclamation_mark,感嘆符(描画)
spoken_heart,ハート(描画)
spoken_interrobang,感嘆疑問符(描画)
spoken_musical_note,音符(描画)
spoken_object,物体(描画)
spoken_question_mark,疑問符(描画)
spoken_squiggle,波線(描画)
spoken_sweatdrop,汗(描画)
sponge,スポンジ
spoon,スプーン
spooning,スプーニング
sport,スポーツ
sports_bikini,スポーツビキニ
sports_bra,スポーツブラ
sportswear,スポーツウェア
spot_color,スポットカラー
spotlight,スポットライト
spread_anus,開いた肛門
spread_arms,広げた腕
spread_ass,開いたお尻
spread_fingers,広げた指
spread_legs,開脚
spread_pussy,開いたおまんこ
spread_pussy_under_clothes,服越しに開いたおまんこ
spread_toes,広げたつま先
spread_wings,広げた翼
spreader_bar,スプレッダーバー
spring_(season),春
spring_onion,ネギ
squall_leonhart,スコール・レオンハート
squatting,しゃがみ
squatting_cowgirl_position,しゃがみ騎乗位
squid,イカ
squiggle,波線
squirrel,リス
squirrel_ears,リス耳
squirtle,ゼニガメ
st._gloriana's_school_uniform,セントグロリアーナ制服
st._louis_(azur_lane),セントルイス(アズールレーン)
st._louis_(luxurious_wheels)_(azur_lane),セントルイス(ルクセントウィール)(アズールレーン)
st_ar-15_(girls'_frontline),ST AR-15(少女前線)
stab,刺す
stadium,スタジアム
staff,杖
staff_(music),五線譜
stage,舞台
stage_lights,舞台照明
stain,染み
stained_glass,ステンドグラス
stained_panties,染みパンティー
stairs,階段
standing,立っている
standing_on_liquid,液体の上に立つ
standing_on_one_leg,片足立ち
standing_sex,立位性交
standing_split,立ち開脚
star-shaped_pupils,星形瞳孔
star_(sky),星(空)
star_(symbol),星(記号)
star_choker,星チョーカー
star_earrings,星イヤリング
star_guardian_(league_of_legends),スターガーディアン(リーグオブレジェンド)
star_hair_ornament,星髪飾り
star_hat_ornament,帽子の星飾り
star_in_eye,目の星
star_necklace,星ネックレス
star_of_david,ダビデの星
star_pasties,星ニップレス
star_print,星プリント
starfish,ヒトデ
starry_background,星空背景
starry_sky,星空
starry_sky_print,星空プリント
starter_pokemon_trio,御三家ポケモン
stationary_restraints,固定拘束
stats,ステータス
statue,像
steak,ステーキ
steam,湯気
steam_censor,湯気検閲
steepled_fingers,尖塔指
steering_wheel,ハンドル
stethoscope,聴診器
stheno_(fate),ステンノ(Fate)
stick,棒
stick_poster,ポスター貼り
sticker,ステッカー
still_life,静物画
stitches,縫い目
stomach,お腹
stomach_bulge,お腹の膨らみ
stomach_tattoo,お腹のタトゥー
stone,石
stone_floor,石床
stone_lantern,石灯籠
stone_stairs,石階段
stone_wall,石壁
stool,スツール
storefront,店先
storm,嵐
stove,ストーブ
straddling,跨る
straight-on,真正面
straight_hair,ストレートヘア
straitjacket,拘束衣
strap,ストラップ
strap-on,ストラップオン
strap_between_breasts,胸間ストラップ
strap_gap,ストラップ間隙
strap_pull,ストラップを引っ張る
strap_slip,ストラップ落ち
strapless,ストラップレス
strapless_bikini,ストラップレスビキニ
strapless_bra,ストラップレスブラ
strapless_dress,ストラップレスドレス
strapless_leotard,ストラップレスレオタード
straw_hat,麦わら帽子
strawberry,イチゴ
strawberry_hair_ornament,イチゴ髪飾り
strawberry_panties,イチゴパンティー
strawberry_print,イチゴプリント
strawberry_shortcake,イチゴショートケーキ
streaked_hair,ストリーク髪
stream,小川
streamers,吹き流し
streaming_tears,滝のような涙
street,通り
strength_(black_rock_shooter),ストレングス(ブラック★ロックシューター)
stretch,伸び
striker_unit,ストライカーユニット
string,紐
string_bikini,紐ビキニ
string_of_fate,運命の赤い糸
string_of_flags,旗の連なり
string_panties,紐パンティー
striped,ストライプ
striped_background,ストライプ背景
striped_bikini,ストライプビキニ
striped_bow,ストライプリボン
striped_bowtie,ストライプ蝶ネクタイ
striped_bra,ストライプブラ
striped_dress,ストライプドレス
striped_gloves,ストライプ手袋
striped_hoodie,ストライプフーディー
striped_jacket,ストライプジャケット
striped_kimono,ストライプ着物
striped_legwear,ストライプ脚衣
striped_necktie,ストライプネクタイ
striped_panties,ストライプパンティー
striped_pants,ストライプパンツ
striped_ribbon,ストライプリボン
striped_scarf,ストライプスカーフ
striped_shirt,ストライプシャツ
striped_shorts,ストライプショーツ
